UserID,ProductID,InteractionCount,AvgRatingGivenToProduct,AvgHelpfulRatio,RecencyDays
A10D02RQH2SRC6,B000G0EP78,1,3.0,0.5,1635
A10DVO6DWC4EUA,B0001IVR8A,1,4.0,1.0,1779
A10E7LMFS1MUS5,B00389Q4XW,1,3.0,1.0,703
A10EHUTGNC4BGP,B001REEG6C,1,5.0,1.0,1242
A10FOOYQTJZ2KA,B001TM3XKW,1,5.0,1.0,301
A10HAK3VK21HAO,B003OP729U,1,2.0,0.5,747
A10HYGDU2NITYQ,B00141UC9I,1,1.0,0.8333333333333334,309
A10IBWGPH054QU,B0000GH6UQ,1,1.0,0.2857142857142857,1636
A10IFKCB99URS,B005KEYYGW,1,4.0,1.0,236
A10IQD569MWNGU,B006JG8ALK,1,5.0,1.0,267
A10J4L673JCW9X,B001AQS7JE,1,5.0,1.0,431
A10JAUM70F9M8U,B000EPP56U,1,5.0,1.0,2070
A10K5ZTLEVT2XX,B002QWP89S,1,4.0,0.5,682
A10KDEX06RJJUP,B0032RPLSY,1,5.0,1.0,125
A10KQBIE5AKUPR,B001ELLB4S,1,3.0,1.0,766
A10M2GPAPXKBBN,B001EO69NS,1,5.0,1.0,366
A10NHMN0NJSE1,B0058CGLKS,1,1.0,1.0,44
A10OT5QSMTI1EF,B0016JJEFG,1,5.0,1.0,983
A10OUSNLYGG1SD,B001QW6LMW,1,5.0,1.0,237
A10PEXB6XAQ5XF,B0045Z6K50,1,4.0,1.0,575
A10PY7J8JMTP7Q,B0013NUGDE,1,5.0,1.0,1174
A10Q2ZCYPEVHCU,B00503DP0O,1,2.0,0.5,448
A10R3X8VV4Z2O6,B007TJGZ54,1,5.0,1.0,564
A10R9LB4QJNG5X,B00503DP0O,1,5.0,1.0,433
A10RHERAHOECZT,B0019QG5CG,1,5.0,0.5,652
A10RJEQN64ATXU,B000G6RYNE,1,5.0,1.0,1878
A10RJEQN64ATXU,B0058AMY74,1,5.0,1.0,1878
A10RRMMJTBSR9V,B0002UM1AA,1,5.0,1.0,452
A10THUY91ILU8I,B000KFXEYE,1,2.0,0.8333333333333334,1789
A10TN1JAVPHKWR,B000DZKKK2,1,4.0,0.75,1692
A10TRFHZWL0WQD,B001LDAE4C,1,1.0,0.5,109
A10TYGME2FQHO7,B00110JI4M,1,3.0,0.5,1289
A10U4D5LGW7D8O,B001IZA22W,1,4.0,1.0,460
A10U8DJAPJJI8I,B001BDDTB2,2,1.0,0.55,1425
A10UF2RRBP7VYE,B0047E2I5U,1,5.0,1.0,608
A10UV0T9R1U3RH,B000FAAY4M,1,5.0,1.0,1155
A10VDLEO35I25F,B0013NUGDE,1,5.0,1.0,852
A10W1JE0YVGXTH,B0042TR2WE,1,5.0,1.0,171
A10WN5CZWR6YKM,B001BDDTB2,1,5.0,1.0,1405
A10WYRF72R4Y5L,B001EQ5EJQ,1,5.0,0.5,505
A10X7DZ3WOE9YG,B0013NUGDE,1,1.0,0.2,294
A10Y0CLCJ1L4LA,B001E4S7WE,1,3.0,1.0,1673
A10Y48T0F813A2,B000GPXRRW,1,5.0,1.0,464
A10YTX5FXGCSPJ,B0036QHQ5C,1,2.0,1.0,585
A10ZN08SMLZL1Y,B0016FY6H6,1,2.0,1.0,818
A10ZXUNZNUJY0Z,B003DIIZ9O,1,5.0,1.0,364
A110X3ZI4E5VZ6,B0041QD39O,1,5.0,1.0,150
A1124PSXYS9XFX,B000UYIQ5M,1,4.0,1.0,74
A1124UI45H6SFC,B0018CE5L4,1,4.0,1.0,717
A112KFC20A5QNA,B0032BXUJM,1,1.0,1.0,246
A113HJFCRWR0SQ,B005HO0ARM,1,2.0,0.7272727272727273,304
A113J8XXJO2KCU,B000OIT8T2,1,5.0,0.8571428571428571,1337
A1143BSP9JCXXG,B002MXSAD2,1,4.0,1.0,636
A1144WYIR3OWUW,B008ZRKZSM,1,3.0,0.6,291
A114ENJ8LDLMR2,B001EQ5EQE,1,4.0,1.0,1261
A1156S1H0TS2N8,B000KV61FC,1,3.0,1.0,1366
A1158BIMCDW03Z,B0045XE32E,1,5.0,0.25,592
A115SW70SZC7D,B00434J6YK,1,5.0,1.0,398
A117ST5ZLY9YNK,B00068PCTU,1,5.0,0.5,1059
A117WANTSF2DIJ,B0026WL14E,1,5.0,1.0,1091
A1197LF9EXNHL6,B00008JOL0,1,5.0,1.0,976
A1197XODNZCFG3,B007N68CC2,1,4.0,1.0,149
A1198AEXHWAISO,B001534R00,1,5.0,0.5,1094
A119G2JCEJLWA3,B001AW9PTO,1,4.0,1.0,139
A119YI16JAB5E5,B008ZRKZSM,1,5.0,1.0,302
A119ZPCFNZQEJD,B0013A0NKS,1,1.0,0.8,1386
A11A1VY4422XNP,B000CMIYWC,1,5.0,1.0,577
A11ARPRHGF1HEP,B0013E21V8,1,5.0,1.0,413
A11AT9PG4CZ09P,B001CWZXIY,1,5.0,1.0,288
A11C3I5CAQI4U4,B006JG8ALK,1,5.0,1.0,150
A11D9JUFQI045,B000F2VESU,1,4.0,1.0,1383
A11E8ZT3WEMH2Y,B000FFPXBG,1,3.0,1.0,635
A11FO67PP4G7UB,B001LXYA5Q,1,4.0,1.0,274
A11HYL4V9G2X7F,B003QNJZWC,1,2.0,0.08333333333333333,744
A11IDK9L74LPT1,B001EQ5EJQ,1,5.0,1.0,1044
A11IDK9L74LPT1,B0081XIA1E,1,2.0,0.9090909090909091,172
A11JXS9PB728PD,B000WMPGDW,1,5.0,1.0,786
A11K5APDI8J8TC,B001EO5WF4,1,5.0,1.0,1720
A11LNY2OLQSUSV,B001BDDTB2,1,5.0,1.0,1406
A11ME0MQFE6CVH,B000EM6PC6,1,3.0,0.6666666666666666,393
A11MT74T14HQYR,B003H26J5I,1,5.0,1.0,190
A11NFERETUWA8Z,B005O072PC,1,1.0,0.9090909090909091,1014
A11NWF1QP4T1OB,B000A40OVQ,1,5.0,0.875,1936
A11OHHI0OTDS1O,B002MXSAD2,1,5.0,1.0,1223
A11OTLEDSW8ZXD,B003ULJJN0,1,5.0,1.0,332
A11PTCZ2FM2547,B001G2F5R4,1,5.0,0.6666666666666666,1394
A11QCUN0GRHNTP,B001E5DWWS,1,5.0,0.875,1320
A11QMTS86YTWBW,B003EML8PM,1,5.0,1.0,1122
A11QQBCJDEVW6G,B000KV61FC,1,5.0,1.0,320
A11QZQEM4DU0CP,B0032BXUJM,1,2.0,0.5,170
A11R223BUC5TG6,B000FF5T9C,1,5.0,1.0,722
A11R2MO27139LJ,B0076OTMAW,1,5.0,1.0,237
A11R99F6PMZ1C1,B004391DK0,1,5.0,1.0,497
A11R9A9F06XSMB,B000KV61FC,1,4.0,1.0,259
A11RI31YGXCNSX,B000KV61FC,1,5.0,1.0,105
A11S7AGHA0O976,B001PO7FIU,1,5.0,1.0,689
A11SFH2C0MW59,B000EHZZMW,1,5.0,0.6666666666666666,1631
A11SPPDN6TZ8U0,B0015DMMP2,1,5.0,1.0,1588
A11T0V94J1YJTO,B001E95KQK,1,5.0,0.5,864
A11T3X2QRWSYUI,B003U9TAH2,1,5.0,1.0,636
A11U59RLWH351M,B001TY6T6K,1,1.0,0.8461538461538461,1112
A11UZ02KXZ6K98,B001CWZXIY,1,5.0,1.0,932
A11V7W73DYY0A,B001EQ5IPQ,1,5.0,1.0,1227
A11V9GP93SA9MC,B000MPFJAO,1,4.0,1.0,1882
A11VH8PJ2MEHFV,B005HB4HGU,1,5.0,0.9411764705882353,421
A11VK79G41FSU6,B0013NUGDE,1,4.0,0.8333333333333334,1252
A11VK79G41FSU6,B001CD1VI4,1,5.0,0.75,1165
A11WATB3UTBSND,B0029K3IIU,1,5.0,0.75,1123
A11XAIFA10G7TS,B001M23WG4,1,5.0,0.6666666666666666,1182
A11XDHNP9LII9J,B003EML8PM,1,4.0,1.0,583
A11YO8W5CZTXC1,B000EM6PC6,1,5.0,1.0,1831
A11YOTONCPRQ9S,B008ZRKZSM,1,4.0,1.0,435
A11ZJWDSUNRQH2,B002DHN956,1,5.0,0.8,632
A120BPRX233DLL,B005K4Q1VI,1,3.0,1.0,322
A122W2UUIAN426,B000KV61FC,1,5.0,1.0,1137
A123G253XL4O17,B0027IQC5K,1,4.0,1.0,856
A124NXSCRY33E5,B0033HGLTG,1,5.0,1.0,274
A125VULXMCE3VY,B000LRKO9E,1,5.0,0.6666666666666666,1397
A126F7OK2T4JUX,B0000CERHH,1,5.0,1.0,1768
A126LY6YSLH8ZK,B008ZRKZSM,1,5.0,1.0,217
A1278YQ7TLZ4GD,B000N648JU,1,3.0,0.3333333333333333,1912
A127N629MFMXKN,B003EML8PM,1,1.0,0.4444444444444444,1567
A128GMM6QJP2V0,B001EO5RMM,1,5.0,1.0,1025
A128T00RX0JOS2,B001E5E29A,1,5.0,0.625,1854
A128WQDJRAQK85,B001EPPCFS,1,4.0,1.0,545
A129EBKNH5BKZI,B0013E21V8,1,3.0,0.16666666666666666,1277
A129LFK27JMYB3,B000255OIG,1,5.0,1.0,187
A129QMC08SW3T3,B00213ERI0,1,5.0,0.8,1285
A129X4PIMBTQI3,B000KV61FC,1,3.0,1.0,1098
A129YN148OM2US,B001E5DZTS,1,5.0,1.0,786
A12AFMID9A423M,B000F4H5FE,1,5.0,1.0,1127
A12B7ZMXFI6IXY,B001D3K2AG,1,5.0,1.0,238
A12BJE1UXE4VR9,B001PNYKLG,1,4.0,1.0,464
A12BW29498XCZZ,B001EQ4CJO,1,5.0,0.5,1300
A12CL99H8XZZNW,B000E21Z7Q,1,2.0,1.0,2038
A12CMAIP8M3C9U,B004YMQ4KU,1,1.0,0.25,185
A12DQZKRKTNF5E,B001534R00,1,2.0,0.8,938
A12DU5M8U6QGIG,B001KVPC0G,1,5.0,1.0,422
A12DVG1FD6DEQE,B003VXFK44,1,5.0,1.0,140
A12DVG1FD6DEQE,B006N3IG4K,1,5.0,1.0,140
A12DWM9QVT0UUA,B001E5E29A,1,1.0,0.625,652
A12DZNX8QKMPMC,B000FZRYPO,1,3.0,0.75,953
A12E0TM5FA30W4,B000H82NJ6,1,5.0,1.0,1364
A12F17H92V87R3,B0026RHUP8,1,5.0,0.5,996
A12FMFPEZ0V3B3,B000UCOQV2,1,5.0,1.0,290
A12G8EEQPWSUMF,B001FA1KXU,1,5.0,1.0,323
A12HO6PDXC972L,B001PO7FIU,1,5.0,0.8947368421052632,989
A12HTYUARQWN3P,B000KV61FC,1,4.0,1.0,614
A12IEZKD0UQT35,B000YSS7EO,1,1.0,0.6666666666666666,1049
A12IRGQLFE4EBA,B000CMD63E,1,5.0,1.0,1853
A12IRGQLFE4EBA,B0012ZJ4S6,1,3.0,1.0,459
A12IRGQLFE4EBA,B004WM0ZTS,1,5.0,1.0,746
A12J78776LOMEL,B001KVPC0G,1,4.0,1.0,1664
A12JLDP6YW88X8,B008ZRKZSM,1,5.0,1.0,440
A12JZ2L90VL35Y,B005HB4HGU,1,3.0,0.8857142857142857,481
A12K1EVIOULG39,B0013A0NKS,1,1.0,1.0,1180
A12KUNIKXGX3U1,B003VXFK44,1,5.0,1.0,655
A12KUNIKXGX3U1,B006N3IG4K,1,5.0,1.0,655
A12KXKA9KL9FNK,B000E1HUXU,1,5.0,1.0,1955
A12KYJ40E3KZ2D,B000UCOQV2,1,5.0,1.0,92
A12LH9DR2IKVUG,B001TZL6ZS,1,1.0,0.8,1029
A12LMMWSZTNLZV,B001EQ5LT4,1,2.0,0.3333333333333333,709
A12LR5Q6NIBPOE,B000KV61FC,1,5.0,1.0,438
A12M1VOU8S1DRN,B000X2CWTM,1,5.0,1.0,1001
A12NKYK9YR1WSS,B000SDMFC0,1,5.0,1.0,1008
A12Q4ZTTC4G1DM,B001EO5OSO,1,1.0,1.0,1171
A12QN66OGYSQV8,B0032BXUJM,1,2.0,1.0,203
A12QXV89LDY914,B004391I3C,1,4.0,1.0,260
A12RD7OFR4T2K1,B000E1HVW0,1,5.0,1.0,1415
A12RI7T2PXO4JQ,B0016FY6H6,1,5.0,0.5,1031
A12RKJ0BEVQN7T,B000J2DQ46,1,5.0,0.6666666666666666,687
A12RRBIGR2Y9GR,B000N5XCPM,1,1.0,0.5,242
A12SO47JRQGUPR,B003VXFK44,1,4.0,1.0,593
A12SO47JRQGUPR,B006N3IG4K,1,4.0,1.0,593
A12SX2HUT1OAGS,B000YSS7EO,1,1.0,1.0,698
A12T0F58OKHCIW,B001ELL6O8,1,1.0,0.25,1933
A12UD9093P4A14,B0032BXUJM,1,1.0,0.6666666666666666,327
A12UKQO5T1DBRM,B001E5E33A,1,2.0,0.14285714285714285,1931
A12V99A19RKUAL,B00166D8TW,1,4.0,1.0,368
A12V99A19RKUAL,B001E0T29K,1,4.0,1.0,368
A12V99A19RKUAL,B001EQ5EJQ,1,5.0,1.0,572
A12VRMP7QQRAYI,B000CMD63E,1,5.0,1.0,1599
A12W5B9U73GQD6,B0019QG5CG,1,1.0,0.7142857142857143,512
A12XDEMP7PQPDT,B001E5E20O,1,3.0,1.0,1462
A12XGRJQ5BYYBX,B000KV61FC,1,1.0,0.6666666666666666,690
A12YHHMXXE88CD,B001EW5YQS,1,5.0,1.0,991
A12YIKR8WDNS9X,B003EML8PM,1,2.0,0.6666666666666666,969
A12YQF6Z62K71V,B000X2CWTM,1,5.0,1.0,730
A12YUFOQZPYXNC,B00141UC9I,1,5.0,0.5,465
A12YWBN82A8KF5,B00513J4D0,1,5.0,1.0,409
A12Z9EGP870AI5,B008ZRKZSM,1,5.0,1.0,418
A1307SKX7GL2X2,B002C4HZ00,1,1.0,1.0,410
A130VGG4P4PW5J,B000FDKQCY,1,5.0,1.0,702
A130VGG4P4PW5J,B0040PX5HQ,1,5.0,1.0,439
A131D3GBT04EC4,B002BCD2GO,1,1.0,0.5,351
A131T9NLMRGSYT,B004LL7GHO,1,5.0,1.0,211
A1328ISZ5BJ23P,B000NQA2R2,1,5.0,1.0,998
A132DJVI37RB4X,B006F2NYI2,1,2.0,0.4,216
A132R0TXGSXXKD,B001A1TVYO,1,5.0,1.0,119
A133WBY7P1VEYQ,B004OLKF60,1,5.0,1.0,424
A133WGB2RLKB1T,B004BKVQF8,1,4.0,1.0,345
A134GOSQB3RDRK,B00110FN28,1,5.0,1.0,1497
A134HFABW6BMZL,B000Z978SS,1,5.0,1.0,162
A134M8GHW35L42,B0007A0AP8,1,5.0,1.0,479
A1356MMYO31WB6,B002JX7GVM,1,5.0,1.0,492
A135X7L5UHNQ1V,B000EDMENE,1,5.0,1.0,361
A135XHGMBR0OWF,B000HEA95K,1,5.0,1.0,1789
A135XHGMBR0OWF,B000II27QE,1,5.0,1.0,338
A136CHQKILXIE9,B000GG0BPW,1,5.0,1.0,982
A136LRUR0RDH9J,B0035MV1VC,1,5.0,1.0,646
A136RPDUN0FDDW,B003EML8PM,1,5.0,0.875,1654
A136VAVDIU9DOU,B001JYVT60,1,5.0,0.5,1138
A1379FWJ8KNUVG,B003VXFK44,1,5.0,1.0,598
A1379FWJ8KNUVG,B006N3IG4K,1,5.0,1.0,598
A1380QKOFMFB4E,B001BSBFUO,1,5.0,1.0,1446
A13853O9CBLTEY,B004K30HO2,1,1.0,1.0,156
A1389P2SZPQUQL,B000CMD63E,1,5.0,1.0,1861
A139BXFCNU693B,B001EQ5OYQ,1,3.0,1.0,1269
A13A0EE7L3YZNB,B000ER1DIM,1,5.0,1.0,2086
A13AG2C5KOT5Y1,B000H227BG,1,5.0,1.0,1761
A13BBPU9UBQXDR,B000SSXTAM,3,4.333333333333333,0.8854864433811803,813
A13BBPU9UBQXDR,B00170WH12,1,4.0,0.875,817
A13C7DUKQ07IA5,B000FK52B2,1,4.0,1.0,1067
A13C90XAUL1K81,B000F9XBDE,1,5.0,1.0,1675
A13CUVB0LKBTB0,B001E5E29A,1,5.0,0.8333333333333334,1206
A13CXVR53KG6CD,B000E15DFM,1,5.0,1.0,1824
A13DX8LFY2QYHZ,B000CMF1A0,1,5.0,1.0,173
A13DZ9YC2TV9W1,B004LWCSHQ,1,5.0,1.0,111
A13EHAFQCY15LP,B0017I753O,1,4.0,1.0,731
A13FG69FS9AHEI,B001EO67V2,1,5.0,1.0,576
A13G8CNY7VX57F,B0041CKRJC,1,5.0,1.0,326
A13GG2CONW46H4,B001LXYA5Q,1,5.0,1.0,327
A13GH34TZ2IE8A,B000F4H5FY,1,5.0,1.0,428
A13H0EX6DNH6LD,B0002HDLZM,1,1.0,1.0,414
A13H77WHFJF30U,B001BSBFUO,1,1.0,0.3333333333333333,404
A13HRHVYDM5SOP,B000KV61FC,1,5.0,1.0,1206
A13IF2RZ143R55,B001E5E29A,1,3.0,0.4166666666666667,998
A13IQT23QVQBN8,B000FK52B2,1,1.0,0.6666666666666666,243
A13J57AACBVI5I,B0078Y6OX8,2,5.0,0.9897959183673469,942
A13JGFPI5AKX5A,B0033HGLTG,1,3.0,1.0,75
A13JGUL1BTQ8P5,B001CGTN1I,1,5.0,1.0,631
A13JU88JAHN72I,B001EPPCFS,1,3.0,0.14285714285714285,512
A13K3ZLWAWN1EI,B000FBM3YK,1,5.0,1.0,1370
A13K4OZKAAHOXS,B001EQ5D6U,1,3.0,1.0,1538
A13L66J35SMYE5,B005K4Q1VI,1,1.0,0.5,236
A13M6GBEM7JJOL,B005LMLXN0,1,5.0,1.0,136
A13MAK4LWYI8HJ,B000084ETV,1,1.0,1.0,1236
A13MF5C95TLFIG,B000SDMFC0,1,5.0,1.0,1170
A13MKSASQ6YWL7,B001BDDTB2,1,5.0,0.5,1429
A13ML5W7NK1M7O,B0013NUGDE,1,3.0,0.5,33
A13MUNTZER9CRM,B002ED91KQ,1,4.0,0.5,1065
A13NRWR7M61RJC,B004XMIRU6,1,5.0,0.5,301
A13NSUJ2BDIFAC,B001JYVT60,1,4.0,1.0,451
A13NW8G2B4MLKG,B000F5429A,1,5.0,1.0,616
A13PBH7213P60W,B003TLMM44,1,3.0,1.0,525
A13PJOSPMW65CW,B0078Y6OX8,1,1.0,0.75,654
A13PKUDXDS9R0J,B003NDA970,1,1.0,0.5,420
A13PL3UEBGYLGD,B001EO61AO,1,5.0,1.0,447
A13PNJP7MSZ5FJ,B007OXJLM4,1,5.0,0.5,638
A13Q38GXKS1XXV,B000KV61FC,1,3.0,0.5,1020
A13Q6WWE21ROBX,B0041QD39O,1,4.0,0.6666666666666666,320
A13Q9RKSOVJNBN,B000FNADD6,1,5.0,1.0,1996
A13R4DIBYFMB8R,B008ZRKZSM,1,1.0,0.8,199
A13RGGPRQB1X0A,B000RJARJS,1,5.0,1.0,1662
A13RHNMSMWBAPE,B000UCOQV2,1,5.0,1.0,226
A13SIA3KN05CAU,B00139TT72,1,5.0,1.0,774
A13SKQA9CMCUWD,B000ND0CMK,1,5.0,1.0,1596
A13SOXNMWXQVNU,B000G6RYNE,1,5.0,1.0,1382
A13SOXNMWXQVNU,B0058AMY74,1,5.0,1.0,1382
A13SQ3M5V6A2BI,B0002PHDAS,1,4.0,1.0,769
A13T06LDLGO0H6,B001PO7FIU,1,5.0,1.0,361
A13T1ZO7KR4YOG,B002C4HZ00,1,2.0,0.8181818181818182,555
A13T2G4T8LR8XA,B000E1HVW0,1,5.0,1.0,1912
A13T2G4T8LR8XA,B001ELL6O8,1,5.0,1.0,1872
A13TNN54ZEAUB1,B002QWP89S,1,5.0,1.0,397
A13TWMQ5NH0LQV,B0032BXUJM,1,1.0,0.8333333333333334,435
A13URIBQKUP38S,B000121BY6,1,5.0,1.0,898
A13V4Q16X7KQB2,B0009JMW1C,1,5.0,1.0,462
A13VBJPA9JJ8Z8,B000ELWDRI,1,1.0,1.0,835
A13WEKTB63G78Y,B001LG945O,1,4.0,0.5,1218
A13WOT3RSXKRD5,B00016UX0K,1,5.0,1.0,201
A13WQVHNRQ26MX,B004K30HO2,1,5.0,1.0,277
A13XRCQC220CTX,B000GZYAT6,1,5.0,1.0,869
A13ZX6WURV7P69,B001EO7I38,1,2.0,0.2,1081
A140Q6LDSP6HU9,B000LKXG8W,1,5.0,1.0,863
A140U7CLCGSMFU,B00141UC9I,1,5.0,0.5,525
A1421EDED1JI4I,B00166D8TW,1,5.0,1.0,1980
A1421EDED1JI4I,B001E0T29K,1,5.0,1.0,1980
A142MIMC134JCB,B007MI2RU4,1,5.0,1.0,211
A142SE9V1ULJ11,B002MXSAD2,1,5.0,0.6666666666666666,709
A1431FE27RXUEN,B00141UC9I,1,5.0,1.0,1277
A14388CFZ5KADP,B002GWHAXK,1,4.0,1.0,999
A143HKSYU2FQP0,B000255OIG,1,4.0,1.0,917
A143VWWW5CGG2S,B00061EXBU,1,5.0,0.3333333333333333,2037
A144LF2QWLG1ZL,B000EDG4TE,1,5.0,1.0,250
A144LF2QWLG1ZL,B001EO6A00,1,5.0,1.0,397
A145WP4BLE31XM,B000KV61FC,1,1.0,1.0,1487
A146K2V3U5EF18,B002C6DWP0,1,4.0,1.0,473
A14738H3YYX7ZC,B001L1DYAA,1,5.0,1.0,473
A147KX7U8RRU32,B000SATIGO,1,1.0,1.0,528
A14814911LYINA,B0030VBRIU,1,5.0,1.0,718
A1488KYJRH81O5,B000XQ6RLM,1,1.0,0.3,692
A1493DD8LRGOKC,B000KV61FC,1,5.0,1.0,227
A1495CUTFVFFJF,B000CMIYWC,1,5.0,1.0,657
A14BAM6KBGBWJ2,B00008DF91,1,1.0,0.9090909090909091,1989
A14DFIT6FYURRU,B001I8BNMC,1,5.0,0.9090909090909091,894
A14EBC6R57587N,B002C56OBU,1,5.0,1.0,117
A14EHO7BD64LRO,B004A6F0Z0,1,5.0,1.0,532
A14ENV4JB6WQJ6,B000LKZ84C,1,3.0,0.2857142857142857,1665
A14ENWEKTHCBXR,B0013NUGDE,1,2.0,0.6666666666666666,274
A14H1LDN62P89U,B001LG945O,1,3.0,0.5,1218
A14HFZQ7THDVDV,B001EO6FTQ,1,5.0,1.0,526
A14HNG8I267VP7,B0030VBRIU,1,5.0,1.0,607
A14HOS00JRF6YQ,B0041QD39O,1,5.0,0.9230769230769231,365
A14HX0F4WDVTFW,B00622CYVI,1,5.0,0.75,1365
A14HZ5EMD2WCG,B000G6RYNE,1,3.0,0.25,1753
A14HZ5EMD2WCG,B0058AMY74,1,3.0,0.25,1753
A14HZY7NHRZTZV,B0016PKA1C,1,2.0,1.0,674
A14JRO5TL0MUME,B003KLSZGW,1,5.0,0.75,668
A14JSPGLFT4C68,B003SE52K8,1,5.0,1.0,225
A14JV7P885I25G,B0001LVX4K,1,5.0,1.0,347
A14KPBW06WRPC,B000TRFGGM,1,1.0,1.0,100
A14KYFG7TYBBKJ,B001TZL6ZS,1,1.0,0.9230769230769231,952
A14L2638XC00EZ,B004ZIER34,1,3.0,1.0,443
A14LJM5U5PKCNT,B008ZRKZSM,1,2.0,0.5,368
A14LL0MTTB8T3C,B005K4Q1VI,1,5.0,1.0,313
A14LN1HKHI9S23,B000SATIG4,1,5.0,1.0,224
A14MIVRKSKNP4F,B000KV61FC,1,2.0,1.0,366
A14MZ6S31SY3KV,B001EQ5IPQ,1,2.0,1.0,139
A14NXN0Z2KFQRX,B001E4Q5WI,1,5.0,0.3333333333333333,1467
A14OJWHQDXKACI,B000KV61FC,1,3.0,1.0,210
A14PLY2EVG8HVR,B001E5DQGK,1,4.0,1.0,664
A14PRKDGZDT8JS,B000YSS7EO,2,5.0,1.0,1507
A14Q5D3QYA8FPV,B001CWV4PA,1,4.0,1.0,1031
A14Q5D3QYA8FPV,B001E5DYSK,1,5.0,1.0,1208
A14Q7U7RZY0UFB,B000UOFW9K,1,4.0,1.0,1570
A14QECXQ22XKTP,B001LDAE4C,1,4.0,1.0,1106
A14QXHEO00476J,B000VK2W6O,1,4.0,1.0,1348
A14RPV7RGRE9NN,B000F4D4HW,1,5.0,0.6666666666666666,768
A14SOW889A4TAT,B000G6RYNE,1,1.0,0.25,1030
A14SOW889A4TAT,B0058AMY74,1,1.0,0.25,1030
A14TLF15JF85SS,B0009YWMYE,1,5.0,1.0,793
A14TXDUTU05ENU,B004391DK0,1,3.0,1.0,550
A14U8PEN4D3I1P,B001E5E29A,1,5.0,1.0,450
A14UXHY8E3J958,B001397X3O,1,5.0,1.0,1150
A14V0WLI9XE62Y,B001BM6Q0Y,1,5.0,1.0,756
A14VLASIPHHLBJ,B001AW9PTO,1,5.0,1.0,863
A14WLJRZC3KT1P,B001E5E29A,1,5.0,0.75,937
A14WNOXXE6EAU4,B0027E2M7Q,1,4.0,1.0,604
A14WXLY4BSE61M,B003NDA970,1,4.0,1.0,1550
A14XRI4U6BRG8T,B002MXSAD2,1,4.0,1.0,466
A14YN21RCE9O3L,B0081XIA1E,1,5.0,1.0,371
A14YTWHIFDQQL1,B003NDA970,1,5.0,1.0,587
A1517476XFOC7A,B001LG945O,1,3.0,0.5,1330
A151U5NO4WUXNV,B003ULJJN0,1,5.0,1.0,692
A15281ZG5VT4GA,B003VXFK44,1,5.0,1.0,641
A15281ZG5VT4GA,B006N3IG4K,1,5.0,1.0,641
A152BVR1R1BLD5,B00351JX8G,1,5.0,1.0,786
A1537BQLT3VJ99,B0031YJ38W,1,5.0,1.0,763
A154ND7YYE5YIE,B008ZRKZSM,1,5.0,1.0,646
A154WMWOARJHLI,B003VXFK44,1,5.0,1.0,768
A154WMWOARJHLI,B006N3IG4K,1,5.0,1.0,768
